◎Turn 20
 1 :         미티어 더스트 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 21.93 / currPosition : <12.50, 0.50> / Stamina : 99.61% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.50 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 23.50 / currPosition : <1511.14, 0.45> / Stamina : 42.18% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.28 / defaultTarget(m/s) : 20.94 / spurtTarget(m/s) : 23.28 / currPosition : <1507.41, 0.50> / Stamina : 42.22% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.30 / defaultTarget(m/s) : 20.97 / spurtTarget(m/s) : 23.30 / currPosition : <1501.98, 0.50> / Stamina : 41.32% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 21.14 / currPosition : <1455.29, 0.50> / Stamina : 39.90% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.19 / defaultTarget(m/s) : 19.61 / spurtTarget(m/s) : 21.19 / currPosition : <1455.00, 0.50> / Stamina : 44.47% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.82 / defaultTarget(m/s) : 20.21 / spurtTarget(m/s) : 21.82 / currPosition : <1446.25, 0.50> / Stamina : 41.13% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.83 / defaultTarget(m/s) : 20.22 / spurtTarget(m/s) : 21.83 / currPosition : <1445.59, 0.50> / Stamina : 45.82% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.37 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.37 / currPosition : <1442.05, 0.50> / Stamina : 43.06% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.39 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.39 / currPosition : <1441.77, 0.50> / Stamina : 38.79% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1380
 1 :           온 세마치 - targetSpeed(m/s) : 23.48 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 23.48 / currPosition : <1539.98, 0.45> / Stamina : 35.52% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.51 / defaultTarget(m/s) : 21.09 / spurtTarget(m/s) : 23.51 / currPosition : <1539.65, 0.45> / Stamina : 42.71% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.48 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 23.48 / currPosition : <1538.46, 0.50> / Stamina : 43.41% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.51 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 23.51 / currPosition : <1537.11, 0.45> / Stamina : 40.57% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.19 / defaultTarget(m/s) : 20.86 / spurtTarget(m/s) : 23.19 / currPosition : <1533.11, 0.50> / Stamina : 40.65% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.21 / defaultTarget(m/s) : 20.88 / spurtTarget(m/s) : 23.21 / currPosition : <1527.64, 0.50> / Stamina : 39.70% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.20 / defaultTarget(m/s) : 19.63 / spurtTarget(m/s) : 21.20 / currPosition : <1478.60, 0.50> / Stamina : 38.43% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.12 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 21.12 / currPosition : <1478.33, 0.50> / Stamina : 43.00% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.84 / defaultTarget(m/s) : 20.23 / spurtTarget(m/s) : 21.84 / currPosition : <1470.29, 0.50> / Stamina : 39.52% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.76 / defaultTarget(m/s) : 20.16 / spurtTarget(m/s) : 21.76 / currPosition : <1469.64, 0.50> / Stamina : 44.21% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.40 / defaultTarget(m/s) : 19.82 / spurtTarget(m/s) : 21.40 / currPosition : <1465.39, 0.50> / Stamina : 41.59% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.42 / defaultTarget(m/s) : 19.84 / spurtTarget(m/s) : 21.42 / currPosition : <1465.06, 0.50> / Stamina : 37.33% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1400
 1 :           온 세마치 - targetSpeed(m/s) : 23.55 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 23.55 / currPosition : <1566.00, 0.45> / Stamina : 33.90% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.47 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 23.47 / currPosition : <1565.65, 0.45> / Stamina : 41.03% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.41 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 23.41 / currPosition : <1564.37, 0.50> / Stamina : 41.79% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.47 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 23.47 / currPosition : <1563.05, 0.45> / Stamina : 38.96% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.30 / defaultTarget(m/s) : 20.95 / spurtTarget(m/s) : 23.30 / currPosition : <1558.80, 0.50> / Stamina : 39.09% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.22 / defaultTarget(m/s) : 20.89 / spurtTarget(m/s) : 23.22 / currPosition : <1553.33, 0.50> / Stamina : 38.08% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.09 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.09 / currPosition : <1501.94, 0.50> / Stamina : 36.96% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.08 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 21.08 / currPosition : <1501.66, 0.50> / Stamina : 41.53% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.84 / defaultTarget(m/s) : 20.24 / spurtTarget(m/s) : 21.84 / currPosition : <1494.37, 0.50> / Stamina : 37.90% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.79 / defaultTarget(m/s) : 20.19 / spurtTarget(m/s) : 21.79 / currPosition : <1493.72, 0.50> / Stamina : 42.59% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.41 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.41 / currPosition : <1488.83, 0.50> / Stamina : 40.09% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.40 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.40 / currPosition : <1488.45, 0.50> / Stamina : 35.85% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1420
 1 :           온 세마치 - targetSpeed(m/s) : 23.56 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 23.56 / currPosition : <1592.01, 0.45> / Stamina : 32.27% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.50 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 23.50 / currPosition : <1591.66, 0.45> / Stamina : 39.34% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.44 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 23.44 / currPosition : <1590.26, 0.50> / Stamina : 40.18% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.46 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 23.46 / currPosition : <1588.99, 0.45> / Stamina : 37.35% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.31 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 23.31 / currPosition : <1584.49, 0.50> / Stamina : 37.53% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.22 / defaultTarget(m/s) : 20.89 / spurtTarget(m/s) : 23.22 / currPosition : <1579.00, 0.50> / Stamina : 36.46% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.10 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 21.10 / currPosition : <1525.25, 0.50> / Stamina : 35.50% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.12 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 21.12 / currPosition : <1524.99, 0.50> / Stamina : 40.07% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.85 / defaultTarget(m/s) : 20.24 / spurtTarget(m/s) : 21.85 / currPosition : <1518.44, 0.50> / Stamina : 36.28% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.78 / defaultTarget(m/s) : 20.18 / spurtTarget(m/s) : 21.78 / currPosition : <1517.80, 0.50> / Stamina : 40.97% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 19.78 / spurtTarget(m/s) : 21.36 / currPosition : <1512.36, 0.50> / Stamina : 38.58% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.45 / defaultTarget(m/s) : 19.86 / spurtTarget(m/s) : 21.45 / currPosition : <1511.94, 0.50> / Stamina : 34.34% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1440
 1 :           온 세마치 - targetSpeed(m/s) : 23.58 / defaultTarget(m/s) : 21.15 / spurtTarget(m/s) : 23.58 / currPosition : <1616.38, 0.45> / Stamina : 30.65% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.54 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 23.54 / currPosition : <1616.02, 0.45> / Stamina : 37.66% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.43 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 23.43 / currPosition : <1614.66, 0.50> / Stamina : 38.56% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.51 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 23.51 / currPosition : <1613.54, 0.45> / Stamina : 35.75% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.25 / defaultTarget(m/s) : 20.91 / spurtTarget(m/s) : 23.25 / currPosition : <1609.30, 0.50> / Stamina : 35.97% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.28 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 23.28 / currPosition : <1604.30, 0.50> / Stamina : 34.84% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.08 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.08 / currPosition : <1548.60, 0.50> / Stamina : 34.03% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.17 / defaultTarget(m/s) : 19.60 / spurtTarget(m/s) : 21.17 / currPosition : <1548.33, 0.50> / Stamina : 38.60% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.78 / defaultTarget(m/s) : 20.18 / spurtTarget(m/s) : 21.78 / currPosition : <1542.52, 0.50> / Stamina : 34.66% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.80 / defaultTarget(m/s) : 20.19 / spurtTarget(m/s) : 21.80 / currPosition : <1541.86, 0.50> / Stamina : 39.35% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.42 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.42 / currPosition : <1535.98, 0.50> / Stamina : 37.05% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.43 / defaultTarget(m/s) : 19.85 / spurtTarget(m/s) : 21.43 / currPosition : <1535.52, 0.50> / Stamina : 32.82% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1460
 1 :           온 세마치 - targetSpeed(m/s) : 23.51 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 23.51 / currPosition : <1639.88, 0.45> / Stamina : 29.02% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.52 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 23.52 / currPosition : <1639.50, 0.45> / Stamina : 35.98% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.50 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 23.50 / currPosition : <1638.04, 0.50> / Stamina : 36.95% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.46 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 23.46 / currPosition : <1636.95, 0.45> / Stamina : 34.14% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.20 / defaultTarget(m/s) : 20.86 / spurtTarget(m/s) : 23.20 / currPosition : <1632.50, 0.50> / Stamina : 34.40% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.20 / defaultTarget(m/s) : 20.88 / spurtTarget(m/s) : 23.20 / currPosition : <1627.48, 0.50> / Stamina : 33.22% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.13 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 21.13 / currPosition : <1571.93, 0.50> / Stamina : 32.56% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 21.14 / currPosition : <1571.66, 0.50> / Stamina : 37.13% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.75 / defaultTarget(m/s) : 20.15 / spurtTarget(m/s) : 21.75 / currPosition : <1566.61, 0.50> / Stamina : 33.04% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.78 / defaultTarget(m/s) : 20.18 / spurtTarget(m/s) : 21.78 / currPosition : <1565.93, 0.50> / Stamina : 37.74% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.41 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.41 / currPosition : <1559.63, 0.50> / Stamina : 35.51% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.35 / defaultTarget(m/s) : 19.77 / spurtTarget(m/s) : 21.35 / currPosition : <1559.17, 0.50> / Stamina : 31.28% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1480
 1 :           온 세마치 - targetSpeed(m/s) : 23.55 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 23.55 / currPosition : <1663.37, 0.45> / Stamina : 27.40% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.57 / defaultTarget(m/s) : 21.15 / spurtTarget(m/s) : 23.57 / currPosition : <1662.97, 0.45> / Stamina : 34.30% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.43 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 23.43 / currPosition : <1661.43, 0.50> / Stamina : 35.34% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.42 / defaultTarget(m/s) : 21.03 / spurtTarget(m/s) : 23.42 / currPosition : <1660.37, 0.45> / Stamina : 32.54% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.20 / defaultTarget(m/s) : 20.87 / spurtTarget(m/s) : 23.20 / currPosition : <1655.71, 0.50> / Stamina : 32.84% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.26 / defaultTarget(m/s) : 20.93 / spurtTarget(m/s) : 23.26 / currPosition : <1650.64, 0.50> / Stamina : 31.60% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.16 / defaultTarget(m/s) : 19.59 / spurtTarget(m/s) : 21.16 / currPosition : <1595.26, 0.50> / Stamina : 31.09% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.08 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 21.08 / currPosition : <1594.97, 0.50> / Stamina : 35.66% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.78 / defaultTarget(m/s) : 20.18 / spurtTarget(m/s) : 21.78 / currPosition : <1590.70, 0.50> / Stamina : 31.42% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.77 / defaultTarget(m/s) : 20.17 / spurtTarget(m/s) : 21.77 / currPosition : <1590.04, 0.50> / Stamina : 36.11% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.48 / defaultTarget(m/s) : 19.89 / spurtTarget(m/s) : 21.48 / currPosition : <1583.28, 0.50> / Stamina : 33.97% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.37 / defaultTarget(m/s) : 19.78 / spurtTarget(m/s) : 21.37 / currPosition : <1582.79, 0.50> / Stamina : 29.75% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1500
 1 :           온 세마치 - targetSpeed(m/s) : 23.59 / defaultTarget(m/s) : 21.15 / spurtTarget(m/s) : 23.59 / currPosition : <1686.87, 0.45> / Stamina : 25.77% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.57 / defaultTarget(m/s) : 21.15 / spurtTarget(m/s) : 23.57 / currPosition : <1686.44, 0.45> / Stamina : 32.62% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.43 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 23.43 / currPosition : <1684.80, 0.50> / Stamina : 33.72% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.52 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 23.52 / currPosition : <1683.79, 0.45> / Stamina : 30.93% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.30 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 23.30 / currPosition : <1678.95, 0.50> / Stamina : 31.27% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.27 / defaultTarget(m/s) : 20.94 / spurtTarget(m/s) : 23.27 / currPosition : <1673.82, 0.50> / Stamina : 29.98% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.20 / defaultTarget(m/s) : 19.62 / spurtTarget(m/s) : 21.20 / currPosition : <1616.91, 0.50> / Stamina : 29.62% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.12 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 21.12 / currPosition : <1616.61, 0.50> / Stamina : 34.20% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.87 / defaultTarget(m/s) : 20.27 / spurtTarget(m/s) : 21.87 / currPosition : <1613.39, 0.50> / Stamina : 29.79% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :        홀리데이 미라클 - targetSpeed(m/s) : 21.86 / defaultTarget(m/s) : 20.26 / spurtTarget(m/s) : 21.86 / currPosition : <1612.84, 0.50> / Stamina : 34.49% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
11 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.39 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.39 / currPosition : <1606.35, 0.50> / Stamina : 32.44% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
12 :          래피드 스텝 - targetSpeed(m/s) : 21.35 / defaultTarget(m/s) : 19.77 / spurtTarget(m/s) : 21.35 / currPosition : <1605.89, 0.50> / Stamina : 28.21% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 1520
 1 :           온 세마치 - targetSpeed(m/s) : 23.59 / defaultTarget(m/s) : 21.16 / spurtTarget(m/s) : 23.59 / currPosition : <1710.36, 0.45> / Stamina : 24.14% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 23.53 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 23.53 / currPosition : <1709.92, 0.45> / Stamina : 30.94% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         미티어 더스트 - targetSpeed(m/s) : 23.36 / defaultTarget(m/s) : 21.00 / spurtTarget(m/s) : 23.36 / currPosition : <1708.19, 0.50> / Stamina : 32.11% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         트윈 페르소나 - targetSpeed(m/s) : 23.40 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 23.40 / currPosition : <1707.21, 0.45> / Stamina : 29.32% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         굿나잇 스이밍 - targetSpeed(m/s) : 23.22 / defaultTarget(m/s) : 20.88 / spurtTarget(m/s) : 23.22 / currPosition : <1702.16, 0.50> / Stamina : 29.71% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         데네브 네오스 - targetSpeed(m/s) : 23.19 / defaultTarget(m/s) : 20.87 / spurtTarget(m/s) : 23.19 / currPosition : <1697.00, 0.50> / Stamina : 28.37% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :          시나몬 룰렛 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 21.14 / currPosition : <1637.99, 0.50> / Stamina : 28.15% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :         리코리스 블랙 - targetSpeed(m/s) : 21.13 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 21.13 / currPosition : <1637.69, 0.50> / Stamina : 32.73% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :         위키드 웨스트 - targetSpeed(m/s) : 21.86 / defaultTarget(m/s) : 20.25 / spurtTarget(m/s) : 21.86 / currPosition : <1635.13, 0.50> / Stamina : 28.18% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
