◎Turn 20
 1 :         데네브 네오스 - targetSpeed(m/s) : 18.25 / defaultTarget(m/s) : 18.25 / spurtTarget(m/s) : 20.06 / currPosition : <12.29, 1.80> / Stamina : 99.70% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.70 / defaultTarget(m/s) : 18.30 / spurtTarget(m/s) : 19.70 / currPosition : <2799.14, 0.50> / Stamina : 25.89% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.34 / spurtTarget(m/s) : 19.74 / currPosition : <2799.12, 0.50> / Stamina : 26.23% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 18.56 / spurtTarget(m/s) : 19.97 / currPosition : <2767.48, 0.50> / Stamina : 25.50% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.94 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 19.94 / currPosition : <2767.34, 0.50> / Stamina : 25.68% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2800
 1 :           페니 레인 - targetSpeed(m/s) : 20.76 / defaultTarget(m/s) : 18.80 / spurtTarget(m/s) : 20.76 / currPosition : <2914.24, 0.50> / Stamina : 21.54% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.32 / defaultTarget(m/s) : 19.37 / spurtTarget(m/s) : 21.32 / currPosition : <2909.03, 0.45> / Stamina : 16.92% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.43 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 21.43 / currPosition : <2908.29, 0.50> / Stamina : 19.20% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.43 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 21.43 / currPosition : <2906.95, 0.45> / Stamina : 18.73% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.41 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.41 / currPosition : <2901.69, 0.45> / Stamina : 21.13% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.33 / defaultTarget(m/s) : 18.90 / spurtTarget(m/s) : 20.33 / currPosition : <2830.88, 0.50> / Stamina : 22.68% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.76 / defaultTarget(m/s) : 18.36 / spurtTarget(m/s) : 19.76 / currPosition : <2818.81, 0.50> / Stamina : 24.99% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.72 / defaultTarget(m/s) : 18.32 / spurtTarget(m/s) : 19.72 / currPosition : <2818.76, 0.50> / Stamina : 25.34% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.02 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.02 / currPosition : <2787.40, 0.50> / Stamina : 24.56% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.98 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 19.98 / currPosition : <2787.25, 0.50> / Stamina : 24.74% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2820
 1 :           페니 레인 - targetSpeed(m/s) : 20.87 / defaultTarget(m/s) : 18.90 / spurtTarget(m/s) : 20.87 / currPosition : <2935.01, 0.50> / Stamina : 20.62% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 19.41 / spurtTarget(m/s) : 21.36 / currPosition : <2930.37, 0.45> / Stamina : 15.97% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.42 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 21.42 / currPosition : <2929.68, 0.50> / Stamina : 18.26% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.48 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 21.48 / currPosition : <2928.35, 0.45> / Stamina : 17.76% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.42 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.42 / currPosition : <2922.99, 0.45> / Stamina : 20.16% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.39 / defaultTarget(m/s) : 18.96 / spurtTarget(m/s) : 20.39 / currPosition : <2851.17, 0.50> / Stamina : 21.68% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.69 / defaultTarget(m/s) : 18.29 / spurtTarget(m/s) : 19.69 / currPosition : <2838.50, 0.50> / Stamina : 24.08% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 18.31 / spurtTarget(m/s) : 19.71 / currPosition : <2838.42, 0.50> / Stamina : 24.43% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.92 / defaultTarget(m/s) : 18.51 / spurtTarget(m/s) : 19.92 / currPosition : <2807.33, 0.50> / Stamina : 23.62% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.93 / defaultTarget(m/s) : 18.52 / spurtTarget(m/s) : 19.93 / currPosition : <2807.17, 0.50> / Stamina : 23.80% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2840
 1 :           페니 레인 - targetSpeed(m/s) : 20.89 / defaultTarget(m/s) : 18.92 / spurtTarget(m/s) : 20.89 / currPosition : <2955.79, 0.50> / Stamina : 19.69% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.33 / defaultTarget(m/s) : 19.38 / spurtTarget(m/s) : 21.33 / currPosition : <2951.68, 0.45> / Stamina : 15.02% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.50 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 21.50 / currPosition : <2951.07, 0.50> / Stamina : 17.31% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.45 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.45 / currPosition : <2949.74, 0.45> / Stamina : 16.79% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 21.36 / currPosition : <2944.31, 0.45> / Stamina : 19.19% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.35 / defaultTarget(m/s) : 18.92 / spurtTarget(m/s) : 20.35 / currPosition : <2871.47, 0.50> / Stamina : 20.69% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.75 / defaultTarget(m/s) : 18.36 / spurtTarget(m/s) : 19.75 / currPosition : <2858.16, 0.50> / Stamina : 23.18% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.72 / defaultTarget(m/s) : 18.32 / spurtTarget(m/s) : 19.72 / currPosition : <2858.08, 0.50> / Stamina : 23.53% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.00 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.00 / currPosition : <2827.26, 0.50> / Stamina : 22.68% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 18.56 / spurtTarget(m/s) : 19.97 / currPosition : <2827.10, 0.50> / Stamina : 22.86% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2860
 1 :           페니 레인 - targetSpeed(m/s) : 20.77 / defaultTarget(m/s) : 18.82 / spurtTarget(m/s) : 20.77 / currPosition : <2976.56, 0.50> / Stamina : 18.77% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.35 / defaultTarget(m/s) : 19.40 / spurtTarget(m/s) : 21.35 / currPosition : <2973.00, 0.45> / Stamina : 14.07% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.44 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 21.44 / currPosition : <2972.48, 0.50> / Stamina : 16.36% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.40 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 21.40 / currPosition : <2971.11, 0.45> / Stamina : 15.83% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.40 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 21.40 / currPosition : <2965.63, 0.45> / Stamina : 18.22% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.34 / defaultTarget(m/s) : 18.92 / spurtTarget(m/s) : 20.34 / currPosition : <2891.77, 0.50> / Stamina : 19.70% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 18.31 / spurtTarget(m/s) : 19.71 / currPosition : <2877.80, 0.50> / Stamina : 22.28% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.68 / defaultTarget(m/s) : 18.28 / spurtTarget(m/s) : 19.68 / currPosition : <2877.74, 0.50> / Stamina : 22.63% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.92 / defaultTarget(m/s) : 18.51 / spurtTarget(m/s) : 19.92 / currPosition : <2847.18, 0.50> / Stamina : 21.74% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.98 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 19.98 / currPosition : <2847.02, 0.50> / Stamina : 21.92% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2880
 1 :           페니 레인 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 18.84 / spurtTarget(m/s) : 20.80 / currPosition : <2997.32, 0.50> / Stamina : 17.84% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.39 / defaultTarget(m/s) : 19.44 / spurtTarget(m/s) : 21.39 / currPosition : <2994.32, 0.45> / Stamina : 13.12% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.49 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 21.49 / currPosition : <2993.89, 0.50> / Stamina : 15.41% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.47 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 21.47 / currPosition : <2992.49, 0.45> / Stamina : 14.86% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.32 / defaultTarget(m/s) : 19.42 / spurtTarget(m/s) : 21.32 / currPosition : <2986.95, 0.45> / Stamina : 17.25% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.38 / defaultTarget(m/s) : 18.95 / spurtTarget(m/s) : 20.38 / currPosition : <2912.07, 0.50> / Stamina : 18.71% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.66 / defaultTarget(m/s) : 18.27 / spurtTarget(m/s) : 19.66 / currPosition : <2897.47, 0.50> / Stamina : 21.37% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.34 / spurtTarget(m/s) : 19.74 / currPosition : <2897.41, 0.50> / Stamina : 21.72% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 18.55 / spurtTarget(m/s) : 19.96 / currPosition : <2867.09, 0.50> / Stamina : 20.80% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 20.00 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.00 / currPosition : <2866.93, 0.50> / Stamina : 20.98% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2900
 1 :           페니 레인 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 18.84 / spurtTarget(m/s) : 20.80 / currPosition : <3018.09, 0.50> / Stamina : 16.92% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.41 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 21.41 / currPosition : <3015.66, 0.45> / Stamina : 12.16% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.52 / defaultTarget(m/s) : 19.58 / spurtTarget(m/s) : 21.52 / currPosition : <3015.30, 0.50> / Stamina : 14.47% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.44 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 21.44 / currPosition : <3013.90, 0.45> / Stamina : 13.89% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.42 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.42 / currPosition : <3008.27, 0.45> / Stamina : 16.28% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.32 / defaultTarget(m/s) : 18.89 / spurtTarget(m/s) : 20.32 / currPosition : <2932.35, 0.50> / Stamina : 17.72% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.76 / defaultTarget(m/s) : 18.36 / spurtTarget(m/s) : 19.76 / currPosition : <2917.13, 0.50> / Stamina : 20.47% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.72 / defaultTarget(m/s) : 18.33 / spurtTarget(m/s) : 19.72 / currPosition : <2917.07, 0.50> / Stamina : 20.82% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.98 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 19.98 / currPosition : <2887.02, 0.50> / Stamina : 19.85% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 20.04 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.04 / currPosition : <2886.84, 0.50> / Stamina : 20.04% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2920
 1 :           페니 레인 - targetSpeed(m/s) : 20.84 / defaultTarget(m/s) : 18.88 / spurtTarget(m/s) : 20.84 / currPosition : <3038.85, 0.50> / Stamina : 15.99% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.39 / defaultTarget(m/s) : 19.44 / spurtTarget(m/s) : 21.39 / currPosition : <3037.00, 0.45> / Stamina : 11.21% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.49 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 21.49 / currPosition : <3036.71, 0.50> / Stamina : 13.52% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.40 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 21.40 / currPosition : <3035.30, 0.45> / Stamina : 12.92% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 21.36 / currPosition : <3029.59, 0.45> / Stamina : 15.31% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.29 / defaultTarget(m/s) : 18.87 / spurtTarget(m/s) : 20.29 / currPosition : <2952.65, 0.50> / Stamina : 16.72% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.34 / spurtTarget(m/s) : 19.74 / currPosition : <2936.77, 0.50> / Stamina : 19.57% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.34 / spurtTarget(m/s) : 19.74 / currPosition : <2936.73, 0.50> / Stamina : 19.92% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.01 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.01 / currPosition : <2906.93, 0.50> / Stamina : 18.92% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 18.56 / spurtTarget(m/s) : 19.97 / currPosition : <2906.75, 0.50> / Stamina : 19.10% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2940
 1 :           페니 레인 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 18.84 / spurtTarget(m/s) : 20.80 / currPosition : <3059.61, 0.50> / Stamina : 15.07% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.37 / defaultTarget(m/s) : 19.42 / spurtTarget(m/s) : 21.37 / currPosition : <3058.33, 0.45> / Stamina : 10.26% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.44 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 21.44 / currPosition : <3058.12, 0.50> / Stamina : 12.57% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.41 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 21.41 / currPosition : <3056.70, 0.45> / Stamina : 11.95% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.43 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 21.43 / currPosition : <3050.91, 0.45> / Stamina : 14.34% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 20.41 / currPosition : <2972.93, 0.50> / Stamina : 15.73% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.65 / defaultTarget(m/s) : 18.26 / spurtTarget(m/s) : 19.65 / currPosition : <2956.44, 0.50> / Stamina : 18.67% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.66 / defaultTarget(m/s) : 18.26 / spurtTarget(m/s) : 19.66 / currPosition : <2956.40, 0.50> / Stamina : 19.02% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.94 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 19.94 / currPosition : <2926.85, 0.50> / Stamina : 17.98% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 19.99 / currPosition : <2926.67, 0.50> / Stamina : 18.16% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2960
 1 :           페니 레인 - targetSpeed(m/s) : 20.83 / defaultTarget(m/s) : 18.87 / spurtTarget(m/s) : 20.83 / currPosition : <3080.37, 0.50> / Stamina : 14.15% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.32 / defaultTarget(m/s) : 19.37 / spurtTarget(m/s) : 21.32 / currPosition : <3079.65, 0.45> / Stamina : 9.30% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.51 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 21.51 / currPosition : <3079.53, 0.50> / Stamina : 11.62% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.42 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 21.42 / currPosition : <3078.08, 0.45> / Stamina : 10.98% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.40 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 21.40 / currPosition : <3072.23, 0.45> / Stamina : 13.36% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.33 / defaultTarget(m/s) : 18.90 / spurtTarget(m/s) : 20.33 / currPosition : <2993.23, 0.50> / Stamina : 14.74% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 18.31 / spurtTarget(m/s) : 19.71 / currPosition : <2976.10, 0.50> / Stamina : 17.77% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.77 / defaultTarget(m/s) : 18.37 / spurtTarget(m/s) : 19.77 / currPosition : <2976.04, 0.50> / Stamina : 18.12% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.95 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 19.95 / currPosition : <2946.76, 0.50> / Stamina : 17.04% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
10 :          래피드 스텝 - targetSpeed(m/s) : 19.95 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 19.95 / currPosition : <2946.61, 0.50> / Stamina : 17.22% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True

◎Turn 2980
 1 :           페니 레인 - targetSpeed(m/s) : 20.87 / defaultTarget(m/s) : 18.91 / spurtTarget(m/s) : 20.87 / currPosition : <3101.14, 0.50> / Stamina : 13.22% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 2 :       페트리코어 선샤워 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 19.40 / spurtTarget(m/s) : 21.36 / currPosition : <3100.99, 0.45> / Stamina : 8.35% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 3 :         트윈 페르소나 - targetSpeed(m/s) : 21.47 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 21.47 / currPosition : <3100.95, 0.50> / Stamina : 10.67% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 4 :         데네브 네오스 - targetSpeed(m/s) : 21.38 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 21.38 / currPosition : <3099.47, 0.45> / Stamina : 10.01% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 5 :         미티어 더스트 - targetSpeed(m/s) : 21.34 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 21.34 / currPosition : <3093.58, 0.45> / Stamina : 12.39% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 6 :         위키드 웨스트 - targetSpeed(m/s) : 20.38 / defaultTarget(m/s) : 18.95 / spurtTarget(m/s) : 20.38 / currPosition : <3013.54, 0.50> / Stamina : 13.75% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 7 :         리코리스 블랙 - targetSpeed(m/s) : 19.66 / defaultTarget(m/s) : 18.27 / spurtTarget(m/s) : 19.66 / currPosition : <2995.75, 0.50> / Stamina : 16.87% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
 8 :          시나몬 룰렛 - targetSpeed(m/s) : 19.73 / defaultTarget(m/s) : 18.33 / spurtTarget(m/s) : 19.73 / currPosition : <2995.72, 0.50> / Stamina : 17.21% / Phase : Last / PositionKeep : Overtaking / ForceInMove : non / isSpurt : True
